ApprovalNumber,TradingName,Town,County,Country,Activity,RSL,PSL,GHE,RCP,PCP,Min,Pro,MSM,CLS,WMA,Sheep,BSETesting,VC,WGP,MPrep,RTE,Fish,Wrap,Dairy,Egg,AuditDate,Year,Outcome,AuditFrequency,NextAuditDueDate,Q11,Q12,Q13,Q14,Q15,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q210,Q211,Q212,Q213,Q214,Q215,Q216,Q217,Q218,Q219,Q220,Q221,Q222,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q39i,Q310,Q311,Q312,Q313,Q314,Q315,Q316,Q317,Q318,Q319,Q320,Q321,Q322,Q323,Q324,Q325,Q326,Q327,Q328,Q329,Q330,Q331,Q332,Q333,Q334,Q335,Q336,Q337,Q338,Q339,Q340,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q410,Q411,Q412,Q413,Q414,Q415,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q510,Q511,Q512,Q513,Q514,Q515,Q516,Q517,Q61,Q62,Q63,Q64,Q65,Q71,Q72,Q73,Q74,Q75
4861,National Halal,Birmingham,West Midlands,England, CP,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,2014-09-25,2014,Good,12,2015-09-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
4872,James Burrows Limited,Ashton Under Lyne,Lancashire,England, CP,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,2014-09-10,2014,Generally Satisfactory,12,2015-09-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Minor,Major,Compliant,Compliant,Minor,Minor,Minor,Compliant,Compliant,Minor,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Major,Major,Minor,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Minor,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
4877,Hogans Butchers Ltd,Liverpool,Merseyside,England, CP,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,2014-11-26,2014,Good,12,2015-11-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Compliant,Not Applicable,Minor,Compliant,Minor,Compliant,Not Observed,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
4878,Plumgarth's Farm Shop Ltd,Kendal,Cumbria,England, CP,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,2014-10-15,2014,Good,12,2015-10-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5002,Jack Brand Limited,Ipswich,Suffolk,England,SH CP,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2014-11-18,2014,Generally Satisfactory,12,2015-11-01,Compliant,Compliant,Not Applicable,Compliant,Compliant,Compliant,Minor,Minor,Compliant,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Not Applicable,Compliant,Minor,Not Applicable,Not Applicable,Minor,Compliant,Compliant,Compliant,Not Applicable,Minor,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Major,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Major,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5004,Gressingham Foods,Diss,Norfolk,England,SH CP,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,2014-08-14,2014,Good,18,2016-02-01,Compliant,Compliant,Not Applicable,Minor,Not Applicable,Minor,Compliant,Compliant,Compliant,Minor,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Compliant,Not Applicable,Compliant,Minor,Compliant,Compliant,Compliant,Not Applicable,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5007,Crown Chicken Limited,Diss,Norfolk,England,SH CP,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,2014-08-15,2014,Generally Satisfactory,12,2015-08-01,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Major,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Observed,Compliant,Compliant,Compliant,Compliant,Not Observed,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Minor,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Minor,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5037,2 Sisters Witham,Witham,Essex,England, CP,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,2014-10-03,2014,Good,12,2015-10-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Not Observed,Compliant,Compliant,Compliant,Compliant,Compliant,Not Observed,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5041,K Poultry Limited,Bow,Greater London,England,SH ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2014-11-24,2014,Generally Satisfactory,12,2015-11-01,Compliant,Compliant,Not Applicable,Major,Not Applicable,Minor,Minor,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Minor,Minor,Compliant,Major,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Minor,Not Applicable,Minor,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5067,Ihp Limited,Bovingdon,Hertfordshire,England,SH CP,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2014-10-23,2014,Generally Satisfactory,12,2015-10-01,Compliant,Compliant,Not Applicable,Minor,Minor,Major,Minor,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Major,Compliant,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Minor,Compliant,Major,Compliant,Compliant,Not Observed,Compliant,Not Applicable,Compliant,Compliant,Not Applicable,Not Observed,Minor,Compliant,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Minor,Minor,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Minor,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5091,Dalehead  Foods (A Division Of Tulip),Spalding,Lincolnshire,England,SH CP,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2014-12-05,2014,Generally Satisfactory,12,2015-12-01,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Major,Major,Not Applicable,Compliant,Compliant,Compliant,Compliant,Minor,Minor,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Minor,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Major,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Minor,Minor,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5102-0006,William Warman & Gutterindge Ltd,London,Greater London,England, CP,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,2014-11-10,2014,Good,12,2015-11-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5102-0012,William Warman & Guttridge Ltd,London,Greater London,England, CP,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,2014-11-10,2014,Good,12,2015-11-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5102-0021,Absalom & Tribe Limited,London,Greater London,England, CP,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,2014-10-06,2014,Good,12,2015-10-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5102-0026,David Andrade & Sons Ltd,London,Greater London,England, CP,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,2014-11-24,2014,Good,12,2015-11-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Compliant,Not Applicable
5102-0035,Finclass Lmited,London,Greater London,England, CP,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,2014-10-06,2014,Good,12,2015-10-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5102-0037,Central Meat (Smithfield) Ltd,London,Greater London,England, CP,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,2014-11-10,2014,Good,12,2015-11-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
